Comments,Sentiments,Like,Haha,Angry,Love,Care,Sad,Wow
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
আসসালামু আলাইকুম অনন্ত ভাই আপনার একজন বিশাল ফ্রেন্ড ভাই আমার একটা চাকরির দরকার আপনার কোম্পানিতে আমাকে একটা চাকরি ব্যবস্থা করে দেন,Neutral ,0,0,0,0,0,0,0
খুব সুন্দর সুখী পরিবার।,Positive ,0,0,0,0,0,0,0
শুধু সুন্দর নয় ফুট ফুটে সুন্দর,Positive ,0,0,0,0,0,0,0
উচ্চারণ করে রেকর্ড করে বলেন,Negative ,0,0,0,0,0,0,0
মাশাআল্লাহ সবাইকে অনেক সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
শাহরুখ খান আর দীপিকা,Positive ,0,0,0,0,0,0,0
জীবন তখনি সুন্দর যখন সবার সাথে নিজেকে compare না করা,Positive ,0,0,0,0,0,0,0
খুব ভালো,Positive ,0,0,0,0,0,0,0
আর পরীমণি,Positive ,0,0,0,0,0,0,0
মারহাবা মারহাবা,Positive ,0,0,0,0,0,0,0
শুভ বিবাহবার্ষিকী,Positive ,0,0,0,0,0,0,0
গুসসি,Positive ,0,0,0,0,0,0,0
আপা এই দিনেও গেঞ্জি প্যান্ট পরতে হবে ?,Negative ,0,0,0,0,0,0,0
পরের ঘর বর কেড়ে নিয়ে এখন লাইফ বিউটিফুল,Negative ,0,0,0,0,0,0,0
১২ বছরে মাত্র ২টা,Neutral ,0,0,0,0,0,0,0
হ্যালো বন্ধুরা,Positive ,0,0,0,0,0,0,0
অনেক সুন্দর পরিবার।,Positive ,0,0,0,0,0,0,0
বাহ বাচ্চা গুলা তো কিউটই,Positive ,0,0,0,0,0,0,0
আল্লাহ আপনাদের দীর্ঘায়ু করুন,Positive ,0,0,0,0,0,0,0
জলিল ভাই টাকা দিলিন না কেনো 01740530541 এই বিকাসে 20000 দিবেন আপনার কথা রেখেছি,Negative ,0,0,0,0,0,0,0
যে পুরুষ নিজের স্ত্রীকে সম্মান করতে জানে সে পুরুষের সংসার ১২ বছর কেন ১২ যুগ ও টিকে।যে পুরুষ নিজের স্ত্রীকে সম্মান দিয়ে কথা বলেনা সে পুরুষের সংসার ১২ দিন টিকে থাকেনা। নারী তার সম্মানের চেয়ে পুরুষের কাছে বেশি কিছু আশা করেনা।,Positive ,0,0,0,0,0,0,0
বর্ষা আপু এভাবে দেখতেই ভালো লাগে আপনাকে Congratulation.,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
Happy Anniversaryআপনাদের জীবন অনেক সুন্দর হোকআপনাদের অভিনয় জীবন থেকে বাস্তব জীবন অনেক সুন্দর। যা অন্য দশ জন নায়ক-নায়িকার কাছে স্বপ্নের মতোআল্লাহ আপনাদের জীবনকে আরও সুন্দর করবেন,Positive ,0,0,0,0,0,0,0
বারসা,Negative ,0,0,0,0,0,0,0
আমি এতদিন ভাবছি এনার এখনো বাচ্চা হয়নি ওমা একি দেখলাম দুই বাচ্চার মা তাও চেহারা এখনো অনেক সুন্দর,Positive ,0,0,0,0,0,0,0
অনেক অনেক শুভকামনা আপনাদের জন্য,Positive ,0,0,0,0,0,0,0
"অনেক আছেন যাঁরা এই জুটি'কে নিয়ে অনেক হাসি,তামাশা করে।",Positive ,0,0,0,0,0,0,0
"আল্লাহ তোমাদেরকে দিয়েছে,,সখ সুখ,করার জন্য, আর আমাদের কে দিয়েছে, দেখার জন্য",Positive ,0,0,0,0,0,0,0
আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
আমাদের বউ Tha wife,Positive ,0,0,0,0,0,0,0
মাশা আল্লাহ অনেক সুন্দর লাগতাছে বর্ষা মেম,Positive ,0,0,0,0,0,0,0
বাংলার হিরো আলম আর পরিমনি,Positive ,0,0,0,0,0,0,0
মাশ আল্লাহ আপনারা আপনাদের সহজ সরলতাতেই সুন্দর। আমার ভালোলাগে আপনাদের অন্যদের মতো আপনাদের অহংকার নেই।,Positive ,0,0,0,0,0,0,0
জলিল কাহায় নি,Neutral ,0,0,0,0,0,0,0
সুন্দর,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
"বাবা কোটিপতি, মা নায়িকা, বাচ্চারা বড়লোক",Positive ,0,0,0,1,0,0,0
জলিল ভাই আর আপনার জন্যই মুলত বাংলা ছবি দেখি,Positive ,0,0,0,0,0,0,0
শুভকামনা,Positive ,0,0,0,0,0,0,0
"বেপর্দা নিয়েও আল্লাহ কে ডাকা যায়,,,",Positive ,0,0,0,0,0,0,0
দিনশেষে আপনিই সেরা!,Positive ,0,0,0,0,0,0,0
মানুষের বয়স বাড়ে,Positive ,0,0,0,0,0,0,0
এ ছবি টা বেষ্ট,Positive ,0,0,0,0,0,0,0
তা জলিল দা কি ঘুমানোর সময় ও ব্লুটুথ দিয়ে থাকে নাকি?,Negative ,0,0,0,0,0,0,0
আমি বিয়ে করসি ৬ বছর।,Neutral ,0,0,0,0,0,0,0
তোমার দাঁত কি কখনো ভিতরে যায় না ম্যাডাম,Negative ,0,0,0,0,0,0,0
"আমার এলাকার বউমনি ,, বেস্ট অফ লাখ",Positive ,0,0,0,0,0,0,0
ম্যাডাম আমাদের কমেন্টস এর উত্তর দিন দয়া করে। তাহলে আমাদের সবার ভাল লাগবে। শ্রদ্ধা আপনাকে।,Positive ,0,0,0,0,0,0,0
ওয়া বলিউডের কিংবদন্তি,Positive ,0,0,0,0,0,0,0
হি,Positive ,0,0,0,0,0,0,0
আপনারা বারবাঘপুর আসেন না আন্টি?????,Negative ,0,0,0,0,0,0,0
বাংলাদেশের দুই রত্ন।,Positive ,0,0,0,0,0,0,0
বর্ষা আপু কেমন আছেন,Positive ,0,0,0,0,0,0,0
যাদের টাকা আছে তাদের শুধু বিউটিফুল না আরো কত কিছু ও মনে হবে,Neutral ,0,0,0,0,0,0,0
১ কাপড় ২ বার না পড়লে তো জীবন সুন্দর হবে ই,Neutral ,0,0,0,0,0,0,0
Farhana সব দিবস এই সেপ্টেম্বরেই,Neutral ,0,0,0,0,0,0,0
"জীবন সবার কাছে সুন্দর নয়,",Positive ,0,0,0,0,0,0,0
ইংরেজির জনক,Positive ,0,0,0,0,0,0,0
ফি আমানিল্লাহ,Positive ,0,0,0,0,0,0,0
পাগলের সাথে সংসার করলেন মেলা দিন,Negative ,0,0,0,0,0,0,0
ভাইয়া আমাকে পাচ হাজার টাকা দিবেন,Neutral ,0,0,0,0,0,0,0
টাকা থাকলে।,Neutral ,0,0,0,0,0,0,0
আপা একটা চাকরির খুব দরকার। ভাইয়াকে বলে যদি একটা চাকরি দিতেন।,Neutral ,0,0,0,0,0,0,0
মাশা আল্লাহ অনেক সুন্দর,Positive ,0,0,0,0,0,0,0
বড় পোলারে জায়েদ খানের মতো লাগে,Neutral ,0,0,0,0,0,0,0
এদের বাচ্চাও আছে,Negative ,0,0,0,0,0,0,0
দোয়া রইল আপনার জন্য,Positive ,0,0,0,0,0,0,0
কনব্রাটুলেশন,Negative ,0,0,0,0,0,0,0
বাচ্চা কি আপনার ঐ নাকি সতীনের,Negative ,0,0,0,0,0,0,0
আপি আপনি কেমন আছেন যদি একটা সুযোগ করে দিবেন আমাকে একটা চাকরি দিবেন আমি খুব অসহায় আমি অনেক গরিব,Neutral ,0,0,0,0,0,0,0
আমি তো অবাক বর্শা দুটো বাচ্চা আছে আমি তো মনে করতাম বর্ষা এখন বিয়ে হয়নি সে কলেজে পড়ে।,Positive ,0,0,0,0,0,0,0
তোমাদের শূন্য থেকে সফল হওয়ার এই দুনিয়ার জীবন আরো সুন্দর হোক,Positive ,0,0,0,0,0,0,0
খুব সুন্দর লাগছে পরিবারকে আমার কাছে দোয়া করি আল্লাহর যে। ভালো রাখে তাদেরকে,Positive ,0,0,0,0,0,0,0
এই একটা দিক থেকে ভালো,Positive ,0,0,0,0,0,0,0
প্রিয় বর্ষা ভাবী এবং জলিল কাকা আপনারা চলচ্চিত্র থেকে বিদায় নেন প্লিজ,Negative ,0,1,0,0,0,0,0
১২ বছরে মাএ ২ জন,Neutral ,0,0,0,0,0,0,0
পৃথিবীর ইতিহাসে বিনোদন কর্মীরা কখনই সামাজিকভাবে সম্মানিত কিছু ছিলনা যতটা এখন আছে। উদাহরণস্বরূপ আগেকার যুগে রাজাদের সামনে যেসব বাইজিরা নাচগান করে বিনোদন দিতো কিংবা কয়েকদশক আগের যাত্রাদলের কর্মীদের কথা ভেবে দেখতে পারেন। আদর্শিক কিংবা বুদ্ধিব…,Positive ,0,0,0,0,0,0,0
গরীবের শাহরুখ আর দীপিকা,Negative ,0,0,0,0,0,0,0
এগিয়ে যান মিডিয়া তে জা দেখতেছি আপনাদের ডিবোস খালি বিয়া করেন পরে ১ বচর ডিবোস দিয়ে দেন যেমন পরিমনি,Negative ,0,0,0,0,0,0,0
"দোয়া করি তোমাদের একটা কন্যা সন্তান জন্ম নিক ,",Positive ,0,0,0,0,0,0,0
দুইটা বাপের মতন,Positive ,0,0,0,0,0,0,0
আমার প্রিয় অভিনতা অভিনেত্রী শুভকামনা সবসময়।,Positive ,0,0,0,0,0,0,0
হেপি ফেমিলি,Positive ,0,0,0,0,0,0,0
জলন্ত ওলিল,Positive ,0,0,0,0,0,0,0
জলিল ভাইয়ের বউটা সেই,Positive ,0,0,0,0,0,0,0
"নায়ক , নায়িকা হিসেবে খুব একটা ভালো লাগেনা তাদেরকে.",Negative ,0,0,0,0,0,0,0
মাশাআল্লাহ অসাধারণ খুব সুন্দর আল্লাহ বাঁচাক দোয়া রইলো আরেকটা যদি মেয়ে হইতো আরো বেশি অসাধারণ হইতো দুই ভাই এক বোন আল্লাহ জেনো অনন্ত জলিল ভাই কে একটা মেয়ে দেয় দোয়া করি,Positive ,0,0,0,0,0,0,0
অন্তত ভাইয়ের দুই ছেলে যেন রাজপুত্র,Positive ,0,0,0,0,0,0,0
জলন্ত জলিল বলে কথা,Neutral ,0,0,0,0,0,0,0
এডা করা !!!,Neutral ,0,0,0,0,0,0,0
বষাকে ছেলে ছেলে লাগে,Negative ,0,0,0,0,0,0,0
